,product,price_coefficient,product_desc
5342,30356,-6.94872832291966,"Fish: frozen, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
4806,30579,-6.966214291220576,"Fish: edible offal, other than shark fins, fish heads, tails and maws"
4989,720291,-7.009617459521964,Ferro-alloys: ferro-titanium and ferro-silico-titanium
231,80910,-7.127040912702988,"Fruit, edible: apricots, fresh"
3413,10290,-7.233916474414942,"Bovine animals: live, other than cattle and buffalo"
4874,282612,-7.298268064650344,Fluorides: of aluminium
4155,30492,-7.329192505213477,"Fish meat, excluding fillets, whether or not minced: frozen, toothfish (Dissostichus spp.)"
3837,510521,-7.383162309530901,"Wool: wool tops and other combed wool, in fragments"
2077,280700,-7.51008856066854,Sulphuric acid: oleum
3747,120729,-7.513654215211923,"Oil seeds: cotton seeds, other than seed, whether or not broken"
807,911120,-7.532579351534172,"Watch cases: of base metal, whether or not gold-plated or silver-plated"
1731,150710,-7.552238727278701,"Vegetable oils: soya-bean oil and its fractions, crude, whether or not degummed, not chemically modified"
2419,845929,-7.617393645415751,"Machine-tools: for drilling by removing metal, other than numerically controlled"
3532,510121,-7.631947296350372,"Wool: (not carded or combed), degreased, (not carbonised), shorn"
5045,310311,-7.689783913885747,"Fertilizers, mineral or chemical: phosphatic, superphosphates, containing by weight 35% or more of diphosphorus pentaoxide (P2O5)"
5288,292243,-7.73036511106073,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters: anthranilic acid and its esters: salts thereof"
4443,740329,-7.933285243534685,Copper: copper alloys n.e.c. in heading no. 7403 (other than master alloys of heading no. 7405)
1183,100821,-8.002933453970783,"Cereals: millet, seed"
5077,30562,-8.049110582052183,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
4752,843031,-8.140626902259022,Coal or rock cutters and tunnelling machinery: self-propelled
3440,320110,-8.150488039830371,Tanning extracts of vegetable origin: quebracho extract
3358,90300,-8.192527880217636,Mate
3105,841011,-8.255239499986503,"Turbines: hydraulic turbines and water wheels, of a power not exceeding 1000kW"
4235,30471,-8.300982530194771,"Fish fillets: frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
2171,810590,-8.365708464157574,Cobalt: articles n.e.c. in heading no. 8105
5069,30331,-8.474770139323716,"Fish: frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
3487,250490,-8.55919775138803,"Graphite: natural, in other forms, excluding powder or flakes"
3087,270740,-8.571171315130348,Oils and products of the distillation of high temperature coal tar: naphthalene
619,510219,-8.593466361656064,"Hair: fine animal hair, not carded or combed, other than of kashmir (cashmere) goats"
3417,30532,-8.622609201475708,"Fish fillets: dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
4654,20743,-8.825924402871731,"Meat and edible offal: of ducks, fatty livers (foie gras), fresh or chilled"
1888,30211,-9.03618513012507,"Fish: fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9"
406,81330,-9.09471554208606,"Fruit, edible: apples, dried"
5031,810720,-9.107214832490772,"Cadmium: unwrought, powders"
4243,30367,-9.368530657947726,"Fish: frozen, Alaska pollack (Theraga chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
191,710310,-9.511929151773295,"Stones: precious (other than diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped, not strung, mounted or set"
2313,520941,-9.516598149535243,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing more than 200g/m2"
1575,810520,-9.689039944166659,"Cobalt: mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders"
2656,230630,-9.877818357010007,"Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of sunflower seed oils"
5272,470411,-10.00620472851616,"Wood pulp: chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood"
4361,30444,-10.021509614964309,"Fish fillets: fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae"
5101,520633,-10.032558852392812,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale"
2043,411310,-10.051201295330266,"Leather: further prepared after tanning or crusting, including parchment-dressed leather, without hair on, whether or not split, other than leather of heading 41.14, of goats and kids"
5340,284450,-10.286026351428383,Spent (irradiated) fuel elements (cartridges) of nuclear reactors
2796,262029,-10.328504149082937,"Slag, ash and residues: (not from the manufacture of iron or steel), containing mainly lead: excluding leaded gasoline sludges and leaded anti-knock compound sludges"
2066,30693,-10.426239925569547,"Crustaceans: crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
4876,284690,-10.609430149144142,"Compounds, inorganic or organic (excluding cerium), of rare-earth metals, of yttrium, scandium or of mixtures of these metals"
1380,71331,-10.778356173385154,"Vegetables, leguminous: beans of the species vigna mungo (l.) hepper or vigna radiata (l.) wilczek, shelled, whether or not skinned or split, dried"
4817,90510,-11.195755187484167,"Spices: vanilla, neither crushed nor ground"
4015,310319,-11.381968493986632,"Fertilizers, mineral or chemical: phosphatic, superphosphates, other than containing by weight 35% or more of diphosphorus pentaoxide (P2O5)"
4551,530310,-11.3935201775548,"Jute and other textile bast fibres: raw or retted, but not spun, (excluding flax, hemp (cannabis sativa L.), and ramie)"
5268,150430,-11.437893417658405,Fats and oils and their fractions: of marine mammals
1946,410622,-11.596745183006561,"Tanned or crust hides and skins: of goats or kids, without hair on, whether or not split, but not further prepared, in the dry state (crust)"
4590,292630,-11.617314172886838,"Nitrile-function compounds: fenproporex (INN) and its salts: methadone (INN) intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)"
1394,510540,-11.966333487723874,"Hair: coarse animal hair, carded or combed"
4103,290950,-12.142332707615932,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives"
4783,520533,-12.193074378348793,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale"
5019,391212,-12.201311303441383,"Cellulose acetates: plasticised, in primary forms"
1389,411200,-12.20606854002385,"Leather: further prepared after tanning or crusting, including parchment dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14"
1194,252922,-12.440350641223775,Fluorspar: containing by weight more than 97% of calcium fluoride
4767,810299,-12.879283623781062,Molybdenum: articles n.e.c. in heading no. 8102
1392,510531,-12.882725547780124,"Hair: fine animal hair, carded or combed, of kashmir (cashmere) goats"
4571,860630,-13.293251572292128,"Railway or tramway goods vans and wagons: self-discharging, not self-propelled, excluding those of item no. 8606.10"
5027,600521,-13.402951648976718,"Fabrics: warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, unbleached or bleached"
3855,750210,-13.629008144930218,"Nickel: unwrought, not alloyed"
1220,520513,-13.695959071920175,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale"
5128,290331,-13.950859864680233,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons: ethylene dibromide (ISO) (1,2-dibromoethane)"
5262,21091,-14.101797878640516,"Meat and edible meat offal: salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates"
4537,530720,-14.270369629777809,"Yarn: of jute or of other textile bast fibres, multiple (folded) or cabled"
1868,71360,-14.478628223840733,"Vegetables, leguminous: pigeon peas (Cajanus cajan), shelled, whether or not skinned or split, dried"
1902,71350,-14.628782016585753,"Vegetables, leguminous: broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), shelled, whether or not skinned or split, dried"
5214,20840,-14.805142932156935,"Meat and edible meat offal: of whales, dolphins and porpoises (mammals of the order Cetacea): of manatees and dugongs (mammals of the order Sirenia): of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen"
5356,293135,-14.926401987700562,"Organo-inorganic compounds: organo-phosphorus derivatives, 2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide"
3294,720229,-15.359639494792503,"Ferro-alloys: ferro-silicon, containing by weight 55% or less of silicon"
4789,500200,-15.540824601812977,Silk: raw silk (not thrown)
1957,520210,-15.605062890822337,Cotton: yarn waste (including thread waste)
1187,130212,-15.821612372008117,Vegetable saps and extracts: of liquorice
5364,290432,-15.971656822058305,"Derivatives of hydrocarbons: ammonium perfluorooctane sulphonate, whether or not halogenated"
5210,30222,-16.11798470232286,"Fish: fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
899,120740,-16.13398864823999,"Oil seeds: sesamum seeds, whether or not broken"
3808,283691,-16.536530464778252,Carbonates: lithium carbonate
5313,291817,-16.749428276849738,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)"
5076,30553,-16.94689377463102,"Fish: dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod"
5274,160562,-17.420965928510913,"Aquatic invertebrates: sea urchins, prepared or preserved"
1758,720299,-17.563916421023844,Ferro-alloys: n.e.c. in heading no. 7202
3844,71335,-17.585247895346992,"Vegetables, leguminous: cow peas (Vigna unguiculata), shelled, whether or not skinned or split, dried"
4530,30486,-18.27660383127446,"Fish fillets: frozen, herrings (Clupea harengus, Clupea pallasii)"
5090,30365,-18.47700988225423,"Fish: frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
4064,30485,-19.274796924619213,"Fish fillets: frozen, toothfish (Dissostichus spp.)"
1510,160416,-19.60678030046999,"Fish preparations: anchovies, prepared or preserved, whole or in pieces (but not minced)"
3299,720719,-19.89542162322501,"Iron or non-alloy steel: semi-finished products of iron or non-alloy steel, containing by weight less than 0.25% of carbon, other than rectangular or square cross-section"
4030,530710,-20.6348413755043,"Yarn: of jute or of other textile bast fibres, single"
4945,30452,-20.654247527387398,"Fish meat, excluding fillets, whether or not minced: fresh or chilled, salmonidae"
5176,30472,-20.69136256443683,"Fish fillets: frozen, haddock (Melanogrammus aeglefinus)"
4410,520524,-21.299901355713317,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale"
5302,30364,-21.38113876369237,"Fish: frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
3665,930320,-21.515040614207706,"Firearms: sporting, hunting or target-shooting shotguns, including combination shotgun-rifles"
5376,290383,-21.87597554514514,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons: mirex (ISO)"
4954,470610,-22.31751239059887,Pulp: cotton linters pulp
4451,30473,-22.45088823145404,"Fish fillets: frozen, coalfish (Pollachius virens)"
5254,293962,-22.922941631470355,"Alkaloids: of rye ergot and their derivatives, ergotamine (INN) and its salts"
2285,410530,-22.99658812861927,"Tanned or crust skins: of sheep or lambs, without wool on, whether or not split, but not further prepared, in the dry state (crust)"
5271,30822,-23.34938192533871,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen"
